"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"5354","high reliability","Elliott trap","Captured and released","peninsula",4294.102651,"coast",0.006871107,"N","Y","N","N",44.7999992370606,-0.0148999998345971,45,136,131,113,1.64839994907379,0.0548000000417233,0,0,242.286804199219,21.0044002532959,92.003303527832,88.0574035644531,113,13.1833000183106,-38.82298,143.48896
"5360","high reliability","Elliott trap","Captured and released","place",10353.12141,"watercourse_stream",0.007651339,"Y","Y","N","N",107.400001525879,-0.267699986696243,62,98,1,6,2.03150010108948,0.0248000007122755,0,1.76559710502625,270.426696777344,16.300199508667,78.0248031616211,27.0785007476807,6,14.754599571228,-38.39239,146.84154
"5361","high reliability","Elliott trap","Captured and released","place",10353.12141,"watercourse_stream",0.007651339,"Y","Y","N","N",107.400001525879,-0.267699986696243,62,98,1,6,2.03150010108948,0.0248000007122755,0,1.76559710502625,270.426696777344,16.300199508667,78.0248031616211,27.0785007476807,6,14.754599571228,-38.39239,146.84154
"5379","high reliability","Cage trap","Captured and released","place",10120.59916,"watercourse_stream",0.02238249,"Y","Y","N","N",640.599975585937,-5.61749982833862,18,67,115,7,2.80590009689331,0.214399993419647,0,1.76559710502625,256.536895751953,48.3493003845215,28.1210994720459,70.0832977294922,7,12.7802000045776,-37.36983,149.09786
"5383","high reliability","Elliott trap","Captured and released","mountain",7583.62068,"watercourse_river",0.005798092,"Y","Y","N","N",247,-0.449600011110306,63,65,115,6,2.39109992980957,0.1266999989748,2.07225227355957,6.39332389831543,282.78271484375,35.7092018127441,50.7509002685547,53.5186004638672,6,14.4221000671387,-37.46174,148.76803
"5384","high reliability","Elliott trap","Captured and released","place",5463.921877,"road",0.007273013,"Y","Y","N","N",299.600006103516,0.491800010204315,63,65,108,6,2.46359992027283,0.121299996972084,0.625853359699249,11.9113750457764,275.801788330078,38.9936981201172,63.070499420166,50.9967002868652,6,13.782600402832,-37.91585,146.37043
"5385","high reliability","Elliott trap","Captured and released","place",5463.921877,"road",0.007273013,"Y","Y","N","N",299.600006103516,0.491800010204315,63,65,108,6,2.46359992027283,0.121299996972084,0.625853359699249,11.9113750457764,275.801788330078,38.9936981201172,63.070499420166,50.9967002868652,6,13.782600402832,-37.91585,146.37043
"5392","high reliability","Pitfall with drift fence","Captured and released","mountain",6763.042219,"watercourse_stream",0.002056428,"Y","Y","N","N",1357.59997558594,1.01660001277924,58,127,133,111,3.12940001487732,0.0869999974966049,1.46521127223969,12.5226488113403,207.339797973633,57.2300987243652,26.5932998657227,173.871398925781,111,14.0625,-37.83283,146.35182
"5393","high reliability","Pitfall with drift fence","Captured and released","mountain",6763.042219,"watercourse_stream",0.002056428,"Y","Y","N","N",1357.59997558594,1.01660001277924,58,127,133,111,3.12940001487732,0.0869999974966049,1.46521127223969,12.5226488113403,207.339797973633,57.2300987243652,26.5932998657227,173.871398925781,111,14.0625,-37.83283,146.35182
"5396","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5397","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5398","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5399","high reliability","Pitfall with drift fence","Captured and released","place",10476.68127,"watercourse_river",0.002165576,"Y","Y","N","N",379.399993896484,-0.201800003647804,4,101,124,6,2.56539988517761,0.0277999993413687,0.483490169048309,11.0380582809448,268.516998291016,42.3404006958008,54.9272003173828,95.0090026855469,6,11.5966997146606,-37.84721,145.86978
"5406","high reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","rail_station",11003.73911,"road",0.010350824,"Y","Y","N","N",144,0.315200001001358,36,146,1,16,2.15170001983643,0.101300001144409,0,1.76559710502625,276.081085205078,19.6858997344971,75.5720977783203,38.5441017150879,6,14.9045000076294,-38.29527,146.56729
"5408","high reliability","Faunatech hair tubes(bait type in X)","Identified from hair or scats","place",12732.44877,"watercourse_river",0.009625897,"Y","Y","N","N",555.200012207031,3.74110007286072,40,30,108,12,2.73600006103516,0.0412000007927418,1.30541729927063,14.2921953201294,269.083587646484,41.6783981323242,53.8188018798828,61.4893989562988,12,10.1630001068115,-37.80074,146.42139
"5412","high reliability","Elliott trap","Captured and released","mountain",1201.657969,"road",0.016854859,"Y","Y","N","N",436.799987792969,2.6849000453949,28,94,1,8,2.59599995613098,0.0640999972820282,1.49339032173157,12.6088390350342,309.059387207031,7.19269990921021,58.6745986938477,62.7685012817383,8,11.0572004318237,-36.843,145.68398
"5413","high reliability","Elliott trap","Captured and released","mountain",1201.657969,"road",0.016854859,"Y","Y","N","N",436.799987792969,2.6849000453949,28,94,1,8,2.59599995613098,0.0640999972820282,1.49339032173157,12.6088390350342,309.059387207031,7.19269990921021,58.6745986938477,62.7685012817383,8,11.0572004318237,-36.843,145.68398
"5418","high reliability","Elliott trap","Captured and released","place",9904.730056,"watercourse_stream",0.008513969,"Y","Y","N","N",488.200012207031,-0.14020000398159,19,100,105,16,2.62800002098083,0.022299999371171,0.178317606449127,6.90365314483643,286.36669921875,4.53560018539429,58.2975997924805,47.6431007385254,12,15.2843999862671,-37.21463,144.65206
"5419","high reliability","Elliott trap","Captured and released","place",9904.730056,"watercourse_stream",0.008513969,"Y","Y","N","N",488.200012207031,-0.14020000398159,19,100,105,16,2.62800002098083,0.022299999371171,0.178317606449127,6.90365314483643,286.36669921875,4.53560018539429,58.2975997924805,47.6431007385254,12,15.2843999862671,-37.21463,144.65206
"5420","high reliability","Elliott trap","Captured and released","place",9904.730056,"watercourse_stream",0.008513969,"Y","Y","N","N",488.200012207031,-0.14020000398159,19,100,105,16,2.62800002098083,0.022299999371171,0.178317606449127,6.90365314483643,286.36669921875,4.53560018539429,58.2975997924805,47.6431007385254,12,15.2843999862671,-37.21463,144.65206
"5421","high reliability","Elliott trap","Captured and released","place",9904.730056,"watercourse_stream",0.008513969,"Y","Y","N","N",488.200012207031,-0.14020000398159,19,100,105,16,2.62800002098083,0.022299999371171,0.178317606449127,6.90365314483643,286.36669921875,4.53560018539429,58.2975997924805,47.6431007385254,12,15.2843999862671,-37.21463,144.65206
"5424","high reliability","Elliott trap","Captured and released","place",2095.133687,"watercourse_river",0.014583047,"Y","Y","Y","N",289.799987792969,0.691799998283386,63,65,106,6,2.42479991912842,0.118400000035763,0.645884871482849,8.5230073928833,292.989898681641,28.824499130249,75.8533020019531,64.8442993164062,6,15.5787000656128,-37.52572,145.49101
"5425","high reliability","Elliott trap","Captured and released","place",2095.133687,"watercourse_river",0.014583047,"Y","Y","Y","N",289.799987792969,0.691799998283386,63,65,106,6,2.42479991912842,0.118400000035763,0.645884871482849,8.5230073928833,292.989898681641,28.824499130249,75.8533020019531,64.8442993164062,6,15.5787000656128,-37.52572,145.49101
"5426","high reliability","Elliott trap","Captured and released","place",2095.133687,"watercourse_river",0.014583047,"Y","Y","Y","N",289.799987792969,0.691799998283386,63,65,106,6,2.42479991912842,0.118400000035763,0.645884871482849,8.5230073928833,292.989898681641,28.824499130249,75.8533020019531,64.8442993164062,6,15.5787000656128,-37.52572,145.49101
"5427","high reliability","Elliott trap","Captured and released","place",2095.133687,"watercourse_river",0.014583047,"Y","Y","Y","N",289.799987792969,0.691799998283386,63,65,106,6,2.42479991912842,0.118400000035763,0.645884871482849,8.5230073928833,292.989898681641,28.824499130249,75.8533020019531,64.8442993164062,6,15.5787000656128,-37.52572,145.49101
"5433","high reliability","Elliott trap Large","Indirect evidence","mountain",6926.692974,"watercourse_stream",0.00967795,"Y","Y","N","N",409.600006103516,0.0895000025629997,38,91,80,8,2.48620009422302,0.0509999990463257,1.24358069896698,11.8293533325195,297.530212402344,-1.30030000209808,61.2167015075684,45.3109016418457,8,14.6260995864868,-37.25128,144.07262
"5436","high reliability","Elliott trap Large","Captured and released","mountain",6729.111795,"watercourse_stream",0.014793083,"Y","Y","N","N",527.200012207031,0.0291000008583069,19,100,80,12,2.6275999546051,0.0262000001966953,1.07597577571869,10.0317554473877,284.566101074219,5.04129981994629,54.2557983398438,60.1213989257812,12,13.1592998504639,-37.27024,144.07414
"5437","high reliability","Elliott trap Large","Indirect evidence","mountain",4931.394843,"watercourse_stream",0.00907253,"Y","Y","N","N",495.600006103516,-1.25619995594025,53,6,80,12,2.59629988670349,0.0725999996066093,0.563648104667664,10.4533405303955,287.363708496094,2.71029996871948,57.2431983947754,57.845100402832,12,12.4142999649048,-37.27619,144.09646
"5439","high reliability","Hair tube","Identified from hair or scats","rail_station",5665.347287,"watercourse_river",0.0115834,"Y","Y","N","N",390.399993896484,-0.0294000003486872,32,120,114,12,2.48169994354248,0.0285000000149012,1.29731345176697,11.9287347793579,277.787506103516,10.436900138855,63.3185005187988,21.6301002502441,12,12.9490003585815,-37.70021,144.07021
"5453","high reliability","General observations","Observation with supporting evidence","mountain",5605.75365,"watercourse_stream",0.011450301,"Y","Y","Y","N",1393,0.166899994015694,46,124,111,11,3.13770008087158,0.0930999964475632,2.39218282699585,15.1392679214478,216.062393188477,52.2737007141113,17.6905994415283,168.935806274414,11,10.6174001693726,-37.2119,146.6051
"5454","high reliability","General observations","Observation with supporting evidence","mountain",5288.01336,"watercourse_river",0.012176407,"Y","Y","Y","N",1118.40002441406,6.69990015029907,46,124,111,7,3.04069995880127,0.110699996352196,1.89088070392609,13.9196510314941,244.814605712891,39.4800987243652,28.3262004852295,155.975006103516,7,10.2817001342773,-37.2041,146.6009
"5465","high reliability","Elliott trap","Captured and released","mountain",8913.501011,"watercourse_river",0.00033416,"Y","Y","N","N",618.200012207031,2.97989988327026,8,78,115,6,2.78949999809265,0.164900004863739,1.69235026836395,4.0550708770752,273.034698486328,35.6344985961914,35.1223983764648,45.5467987060547,6,12.7615995407104,-37.3442,148.69967
"5478","high reliability","Bat trap","Captured and released","place",4176.672425,"watercourse_stream",0.021711033,"Y","Y","N","N",24.3999996185303,0.0221999995410442,16,95,122,19,1.45220005512238,0.000699999975040555,0,1.76559710502625,277.152587890625,21.3218994140625,71.1540985107422,13.8458995819092,103,16.5827007293701,-37.9457,147.68775
"5479","high reliability","Elliott trap","Captured and released","rail_station",1449.82213,"coast",0.00136714,"N","N","N","Y",1.60000002384186,-0.0212999992072582,10,115,118,113,0.520399987697601,0.0266999993473291,0.303221195936203,3.76928853988647,272.019287109375,8.9798002243042,95.0202026367188,47.0535011291504,113,16.9337005615234,-38.3268,145.18773
"5480","high reliability","Elliott trap","Captured and released","place",1188.24071,"watercourse_river",0.001279109,"N","N","N","Y",26.6000003814697,-0.00139999995008111,37,151,118,19,1.45340001583099,0.00769999995827675,0.303221195936203,3.76928853988647,275.030303955078,5.96969985961914,98.0302963256836,45.8553009033203,103,16.9391994476318,-38.3166,145.18693
"5481","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",11434.18431,"watercourse_stream",0.004588963,"Y","Y","N","N",244.800003051758,1.07469999790192,3,21,103,6,2.37750005722046,0.0737999975681305,0.317506313323975,8.76374435424805,291.653015136719,23.9913997650146,60.9390983581543,8.19540023803711,6,12.6485004425049,-37.6752,147.21172
"5482","low reliability","Camera - Surveillance/Remote","Observation","place",7548.562624,"road",0.008061248,"Y","Y","N","N",459.399993896484,2.14569997787476,63,65,108,7,2.65149998664856,0.0767000019550324,0.31181800365448,6.83007526397705,265.15380859375,49.7444000244141,50.8460006713867,75.2494964599609,7,11.2437000274658,-37.8519,146.10432
"5483","low reliability","Camera - Surveillance/Remote","Observation","place",10306.60249,"road",0.003785446,"Y","Y","N","N",1289.19995117188,0.855000019073486,25,125,133,111,3.10599994659424,0.0551999993622303,1.05340898036957,8.32058906555176,213.034896850586,56.4962997436523,26.4151992797852,169.171096801758,111,13.269100189209,-37.7479,146.24976
"5484","high reliability","Camera - Surveillance/Remote","Observation with supporting evidence","airport",5435.470993,"watercourse_stream",0.000891291,"Y","Y","Y","N",909.400024414063,-2.9310998916626,7,105,108,7,2.95160007476807,0.0592000000178814,0.76683109998703,9.17000484466553,251.924102783203,49.7332000732422,35.7181015014648,148.306503295898,7,10.0726003646851,-37.6624,146.20181
"5485","low reliability","Camera - Surveillance/Remote","Observation","place",2997.669478,"watercourse_river",0.002035411,"Y","Y","Y","N",645,0.17229999601841,40,30,114,12,2.74469995498657,0.0518000014126301,0.199543982744217,11.6452779769898,268.998992919922,15.7982997894287,54.6347999572754,69.3482971191406,12,15.0178003311157,-37.4517,144.16585
"5486","high reliability","Elliott trap","Captured and released","airport",12361.42847,"road",0.019735182,"Y","Y","N","N",61.7999992370605,-0.0362999998033047,16,154,122,17,1.79799997806549,0.00570000009611249,0,1.76559710502625,270.638488769531,12.0272998809815,75.6384963989258,14.361499786377,6,15.4130001068115,-38.3519,147.02408
"5487","high reliability","Elliott trap","Captured and released","place",7811.798793,"road",0.013457442,"Y","Y","N","N",49.5999984741211,-0.00570000009611249,16,95,122,9,1.6927000284195,0.00879999995231628,0,1.76559710502625,284.384185791016,19.6601009368896,65.3841018676758,7.61590003967285,9,15.93869972229,-37.9333,147.28665
"5488","high reliability","Camera - Surveillance/Remote","Observation","place",8733.932304,"watercourse_stream",0.008284359,"Y","Y","N","N",523,3.2153000831604,66,109,124,7,2.708899974823,0.136199995875359,0.67185389995575,9.57076644897461,258.145812988281,43.2773017883301,55.7504997253418,101.661201477051,7,11.7385997772217,-37.8604,145.85202
